SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
0617    0244,1,1,C,Brick/Concr,30,Average,BR,Brick,16,1,2021/05/13 00:00:00+00,2550000,Q,1917,,1934,2,5120,62,5133,2023/10/10 05:16:33+00,21263503
0617    0800,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2003/03/13 00:00:00+00,1650000,Q,1914,,1966,1,31624,75,10945,2023/10/10 05:16:33+00,21263504
0617    2028,1,1,0,No Data,0,Default,0,Typical,,1,2022/07/08 00:00:00+00,875000,U,2019,,2019,2,1199,48,483,2023/10/10 05:16:33+00,21263505
0619    0176,1,1,C,Brick/Concr,30,Average,BR,Brick,9,284,1995/03/10 00:00:00+00,2811801,U,1969,2012,1998,1,325984,22,139574,2023/10/10 05:16:33+00,21263506
0620    0247,1,1,C,Brick/Concr,40,Good,BR,Brick,10,246,1900/01/01 00:00:00+00,0,U,1968,1984,1979,1,215137,22,105873,2023/10/10 05:16:33+00,21263507
0620    0247,2,1,0,No Data,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,0,U,1968,,1968,1,9540,22,105873,2023/10/10 05:16:33+00,21263508
0620    0247,3,1,0,No Data,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,0,U,1968,,1968,1,11520,22,105873,2023/10/10 05:16:33+00,21263509
0620    0247,4,1,0,No Data,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,0,U,1968,,1968,1,10080,22,105873,2023/10/10 05:16:33+00,21263510
0620    0251,1,1,B,Reinf Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,0,,1979,1,41833,81,26124,2023/10/10 05:16:33+00,21263511
0620    2001,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2023,,2023,1,337051,217,100790,2023/10/10 05:16:33+00,21263512
0620    2002,1,1,0,No Data,0,Default,0,Typical,,1,2023/07/14 00:00:00+00,0,U,2023,,2023,2,124084,217,26792,2023/10/10 05:16:33+00,21263513
0621    0244,1,1,C,Brick/Concr,30,Average,BR,Brick,8,28,2021/12/28 00:00:00+00,0,U,1982,1984,1982,2,3245,21,46200,2023/10/10 05:16:33+00,21263514
0621    0247,1,1,C,Brick/Concr,40,Good,BR,Brick,9,60,2013/11/25 00:00:00+00,0,U,2011,,2012,1,80034,22,47845,2023/10/10 05:16:33+00,21263515
0621    0248,1,1,B,Reinf Concr,30,Average,BR,Brick,9,133,2013/11/25 00:00:00+00,0,U,2014,,2015,1,152325,22,23185,2023/10/10 05:16:33+00,21263516
0621    0865,1,1,HR,High Rise,40,Good,BR,Brick,10,220,1900/01/01 00:00:00+00,0,U,2022,,2022,1,232010,22,31292,2023/10/10 05:16:33+00,21263517
0622    0087,1,1,C,Brick/Concr,45,Good +,WS,Wood Siding,8,0,1900/01/01 00:00:00+00,,U,0,,1991,1,110681,89,49441,2023/10/10 05:16:33+00,21263518
0622    0089,1,1,B,Reinf Concr,50,Very Good,BR,Brick,10,,2017/09/05 00:00:00+00,69343700,U,1991,,1991,3,417455,52,32004,2023/10/10 05:16:33+00,21263519
0622    0844,1,1,,,,,,,,,2013/10/09 00:00:00+00,0,U,2014,,2014,1,0,83,284848,2023/10/10 05:16:33+00,21263520
0622    0845,1,1,C,Brick/Concr,50,Very Good,BR,Brick,60,,2013/10/09 00:00:00+00,0,U,1859,,1975,1,24588,81,16338,2023/10/10 05:16:33+00,21263521
0623    0836,1,1,0,No Data,0,Default,0,Typical,,,2013/12/23 00:00:00+00,0,U,2013,,2013,1,2989,43,2989,2023/10/10 05:16:33+00,21263522
0623    0837,1,1,A,Struct Steel,60,Excellent,BV,Brick Veneer,12,,2013/12/23 00:00:00+00,0,U,2013,,2015,1,75686,22,75686,2023/10/10 05:16:33+00,21263523
0623    0839,1,1,C,Brick/Concr,60,Excellent,,,,4,2013/12/23 00:00:00+00,0,U,2013,,2014,1,11528,41,11528,2023/10/10 05:16:33+00,21263524
0623    7000,1,1,0,No Data,0,Default,0,Typical,,,2013/12/23 00:00:00+00,0,U,2013,,2013,1,78021,63,0,2023/10/10 05:16:33+00,21263525
0623    7008,1,1,0,No Data,0,Default,0,Typical,,,2013/12/23 00:00:00+00,0,U,2013,,2013,3,83793,43,0,2023/10/10 05:16:33+00,21263526
0623    7009,1,1,,,,,,,,,2013/12/23 00:00:00+00,0,U,2013,,0,1,73,22,0,2023/10/10 05:16:33+00,21263527
0623    7010,1,1,,,,,,,,,2013/12/23 00:00:00+00,0,U,2013,,0,1,4331,22,0,2023/10/10 05:16:33+00,21263528
0623    7011,1,1,,,,,,,,,2013/12/23 00:00:00+00,0,U,2013,,0,1,218,22,0,2023/10/10 05:16:33+00,21263529
0623    7012,1,1,,,,,,,,,2013/12/23 00:00:00+00,0,U,2013,,0,1,888,22,0,2023/10/10 05:16:33+00,21263530
0542    2515,1,1,0,No Data,0,Default,0,Typical,,1,2015/06/12 00:00:00+00,91000000,U,,,1924,2,814,217,144,2023/10/10 05:16:33+00,21263531
0542    2516,1,1,0,No Data,0,Default,0,Typical,,1,2015/06/12 00:00:00+00,91000000,U,,,1924,2,814,217,144,2023/10/10 05:16:33+00,21263532
0542    2517,1,1,0,No Data,0,Default,0,Typical,,1,2015/06/12 00:00:00+00,91000000,U,,,1924,2,814,217,144,2023/10/10 05:16:33+00,21263533
0542    7000,1,1,B,Reinf Concr,50,Very Good,,,,,2011/05/11 00:00:00+00,356000000,U,2011,,2013,1,0,47,0,2023/10/10 05:16:33+00,21263534
0542    7001,1,1,0,No Data,0,Default,,,,,2011/05/11 00:00:00+00,356000000,U,2011,,2011,1,0,47,0,2023/10/10 05:16:33+00,21263535
0542    7002,1,1,0,No Data,0,Default,,,,,2011/05/11 00:00:00+00,356000000,U,2011,,2011,1,0,47,0,2023/10/10 05:16:33+00,21263536
0542    7003,1,1,0,No Data,50,Very Good,,,,,2011/05/11 00:00:00+00,356000000,U,2011,,2011,1,0,47,0,2023/10/10 05:16:33+00,21263537
0546    0819,1,1,0,No Data,30,Average,BR,Brick,8,518,1900/01/01 00:00:00+00,,U,1962,,1962,1,363870,27,465011,2023/10/10 05:16:33+00,21263538
0546    0820,1,1,B,Reinf Concr,60,Excellent,0,Typical,9,221,2023/02/10 00:00:00+00,82000000,U,2018,,2019,3,209880,22,40340,2023/10/10 05:16:33+00,21263539
0546    0821,1,1,B,Reinf Concr,55,Very Good +,SV,Stone Veneer,12,,2019/02/21 00:00:00+00,1084030,U,2018,,2019,3,19200,81,9660,2023/10/10 05:16:33+00,21263540
0546    2103,1,1,B,Reinf Concr,0,Default,0,Typical,8,,2012/02/06 00:00:00+00,275000,Q,0,,1979,1,0,57,849,2023/10/10 05:16:33+00,21263541
0546    2381,1,1,0,No Data,40,Good,BR,Brick,,,1987/04/01 00:00:00+00,0,U,1967,,1967,1,1181,58,847,2023/10/10 05:16:33+00,21263542
0546    7003,1,1,,,,,,,,,2023/02/10 00:00:00+00,82000000,U,2017,,0,3,0,22,0,2023/10/10 05:16:33+00,21263543
0546    7005,1,1,,,,,,,,,2023/02/10 00:00:00+00,82000000,U,2017,,0,3,0,22,0,2023/10/10 05:16:33+00,21263544
0546E   0807,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1963,,1963,1,312,89,33127,2023/10/10 05:16:33+00,21263545
0547    0023,1,1,0,No Data,30,Average,BR,Brick,8,107,1900/01/01 00:00:00+00,,U,0,1967,1979,1,161977,26,161977,2023/10/10 05:16:33+00,21263546
0547    0024,1,1,C,Brick/Concr,50,Very Good,BR,Brick,8,231,2013/10/31 00:00:00+00,35200000,Q,1968,,1968,1,49976,22,172095,2023/10/10 05:16:33+00,21263547
0547    0024,2,1,0,No Data,0,Default,BR,Brick,12,,2013/10/31 00:00:00+00,35200000,Q,1968,,1968,1,49976,22,172095,2023/10/10 05:16:33+00,21263548
0547    0024,3,1,0,No Data,0,Default,BR,Brick,12,,2013/10/31 00:00:00+00,35200000,Q,1968,,1968,1,153279,22,172095,2023/10/10 05:16:33+00,21263549
0550    0801,1,1,C,Brick/Concr,30,Average,BR,Brick,10,4,2021/11/29 00:00:00+00,0,U,1900,1989,1949,2,4116,42,1906,2023/10/10 05:16:33+00,21263550
0551    0231,1,1,0,No Data,30,Average,BV,Brick Veneer,8,162,1900/01/01 00:00:00+00,,U,0,,1979,1,105506,27,257186,2023/10/10 05:16:33+00,21263551
0551    0231,2,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1964,,1964,1,104776,27,257186,2023/10/10 05:16:33+00,21263552
0551    0231,3,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1964,,1964,1,105506,27,257186,2023/10/10 05:16:33+00,21263553
0551    0231,4,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1964,,1964,1,104776,27,257186,2023/10/10 05:16:33+00,21263554
0551    0231,5,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1964,,1964,1,7054,27,257186,2023/10/10 05:16:33+00,21263555
0551    0231,6,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1964,,1964,1,5421,27,257186,2023/10/10 05:16:33+00,21263556
0551    0231,7,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1964,,1964,1,7054,27,257186,2023/10/10 05:16:33+00,21263557
0551    0231,8,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1964,,1964,1,20040,27,257186,2023/10/10 05:16:33+00,21263558
0551    0231,9,1,0,No Data,0,Default,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1794,,1924,1,8257,27,257186,2023/10/10 05:16:33+00,21263559
0551    0234,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1968,,1975,1,21140,81,19340,2023/10/10 05:16:33+00,21263560
0552    0075,1,1,,,,,,,,,2005/07/18 00:00:00+00,1250000,U,1907,1980,1956,1,2364,26,1663,2023/10/10 05:16:33+00,21263561
0552    0132,1,1,,,,,,,,,2005/07/18 00:00:00+00,1250000,U,1910,1981,1956,1,2421,26,1509,2023/10/10 05:16:33+00,21263562
0553    0822,1,1,C,Brick/Concr,30,Average,BR,Brick,8,9,1900/01/01 00:00:00+00,,U,1963,1985,1978,1,5856,21,6503,2023/10/10 05:16:33+00,21263563
0553    0844,1,1,C,Brick/Concr,30,Average,S,Stone,8,0,2015/07/01 00:00:00+00,21980000,Q,1900,,1965,3,170227,83,113416,2023/10/10 05:16:33+00,21263564
0554    0860,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1976,,1985,1,161228,83,411960,2023/10/10 05:16:33+00,21263565
0555    0150,1,1,C,Brick/Concr,40,Good,BR,Brick,9,8,2023/01/18 00:00:00+00,2575000,Q,1924,2009,1990,3,8872,21,4000,2023/10/10 05:16:33+00,21263566
0555    0159,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,2016/06/16 00:00:00+00,599000,Q,1924,2020,1996,5,2574,41,1410,2023/10/10 05:16:33+00,21263567
0555    0159,2,1,0,No Data,30,Average,BR,Brick,12,,2016/06/16 00:00:00+00,599000,Q,1924,,1924,5,238,41,1410,2023/10/10 05:16:33+00,21263568
0555    0160,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1924,,1965,1,875,41,1463,2023/10/10 05:16:33+00,21263569
0555    0161,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1924,,1965,1,900,41,1516,2023/10/10 05:16:33+00,21263570
0555    0162,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,2019/10/30 00:00:00+00,525000,Q,1924,,1934,2,1093,41,1519,2023/10/10 05:16:33+00,21263571
0555    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2007/08/02 00:00:00+00,0,U,1900,,1965,1,5776,49,4430,2023/10/10 05:16:33+00,21263572
0555    0807,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2001/12/20 00:00:00+00,118000,Q,1912,,1972,1,4164,42,1543,2023/10/10 05:16:33+00,21263573
0555    0813,1,1,C,Brick/Concr,30,Average,S,Stone,8,0,1900/01/01 00:00:00+00,,U,1900,,1910,1,6950,81,3806,2023/10/10 05:16:33+00,21263574
0555    0824,1,1,C,Brick/Concr,40,Good,BR,Brick,9,14,1900/01/01 00:00:00+00,,U,1890,,1955,1,7416,28,2360,2023/10/10 05:16:33+00,21263575
0555    0825,1,1,C,Brick/Concr,30,Average,S,Stone,8,0,1900/01/01 00:00:00+00,,U,1922,,1950,1,3444,81,4210,2023/10/10 05:16:33+00,21263576
0555    0826,1,1,A,Struct Steel,40,Good,BR,Brick,8,0,1999/04/01 00:00:00+00,0,U,0,,1966,1,2459,89,44197,2023/10/10 05:16:33+00,21263577
0556    0012,1,1,C,Brick/Concr,60,Excellent,BR,Brick,20,0,1900/01/01 00:00:00+00,,U,1943,,1990,1,34577,81,79679,2023/10/10 05:16:33+00,21263578
0557    0140,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1999/04/01 00:00:00+00,0,U,1926,,1979,1,14584,89,38382,2023/10/10 05:16:33+00,21263579
0557    0140,2,1,0,No Data,30,Average,BR,Brick,12,,1999/04/01 00:00:00+00,0,U,1922,,1924,1,10746,89,38382,2023/10/10 05:16:33+00,21263580
0557    0140,3,1,0,No Data,30,Average,BR,Brick,12,,1999/04/01 00:00:00+00,0,U,1954,,1954,1,4992,89,38382,2023/10/10 05:16:33+00,21263581
0557    0140,4,1,0,No Data,30,Average,BR,Brick,12,,1999/04/01 00:00:00+00,0,U,1975,,1975,1,2502,89,38382,2023/10/10 05:16:33+00,21263582
0557    0171,1,1,B,Reinf Concr,40,Good,BR,Brick,10,0,2008/11/26 00:00:00+00,0,U,2010,,2012,1,121524,83,133906,2023/10/10 05:16:33+00,21263583
0557    0849,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,0,1900/01/01 00:00:00+00,,U,0,,1979,1,44816,89,24591,2023/10/10 05:16:33+00,21263584
0557    0888,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,28,2013/04/26 00:00:00+00,1150000,Q,1930,2014,1994,1,21994,22,6121,2023/10/10 05:16:33+00,21263585
0557    0888,2,1,C,Brick/Concr,50,Very Good,BR,Brick,12,14,2013/04/26 00:00:00+00,1150000,Q,1970,,1975,1,6169,22,6121,2023/10/10 05:16:33+00,21263586
0557    0898,1,1,C,Brick/Concr,30,Average,BR,Brick,18,0,1900/01/01 00:00:00+00,,U,1900,,1934,1,9548,87,12706,2023/10/10 05:16:33+00,21263587
0557    0900,1,1,,,,,,,,,2010/01/20 00:00:00+00,0,U,2010,,2010,1,0,83,1000,2023/10/10 05:16:33+00,21263588
0559    0081,1,1,C,Brick/Concr,30,Average,C,Concrete,8,0,1900/01/01 00:00:00+00,,U,1952,,1979,1,11630,81,14880,2023/10/10 05:16:33+00,21263589
0559    0084,1,1,,,60,Excellent,BR,Brick,13,,1900/01/01 00:00:00+00,0,U,2023,,2023,1,52800,84,68004,2023/10/10 05:16:33+00,21263590
0560    0841,1,1,B,Reinf Concr,35,Average +,WS,Wood Siding,9,133,2014/04/07 00:00:00+00,0,U,0,,1979,4,171068,29,115674,2023/10/10 05:16:33+00,21263591
0560    0843,1,1,APT,RENTAL APARTMENTS,50,Very Good,BR,Brick,9,71,2018/06/20 00:00:00+00,2900000,U,2021,,2022,3,54670,22,6352,2023/10/10 05:16:33+00,21263592
0560    0845,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,81,17965,2023/10/10 05:16:33+00,21263593
0560    0847,1,1,,,,,,,,,2021/04/13 00:00:00+00,0,U,2017,,0,3,0,81,346,2023/10/10 05:16:33+00,21263594
0560    0851,1,1,,,,,,,,,2021/04/13 00:00:00+00,0,U,2017,,0,2,0,52,5391,2023/10/10 05:16:33+00,21263595
0560    0852,1,1,A,Struct Steel,40,Good,0,Typical,10,0,1900/01/01 00:00:00+00,0,U,2007,,2010,1,93880,52,13109,2023/10/10 05:16:33+00,21263596
0560    7000,1,1,B,Reinf Concr,30,Average,,,,1,1900/01/01 00:00:00+00,,U,1985,,1991,1,144684,63,0,2023/10/10 05:16:33+00,21263597
0560    7003,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,52,0,2023/10/10 05:16:33+00,21263598
0560    7004,1,1,,,,,,,,,2021/04/13 00:00:00+00,0,U,2017,,0,2,0,52,0,2023/10/10 05:16:33+00,21263599
0561    0037,1,1,B,Reinf Concr,40,Good,BR,Brick,8,183,2006/07/27 00:00:00+00,7500000,Q,1972,1984,1984,1,174591,22,81784,2023/10/10 05:16:33+00,21263600
0563    0016,1,1,B,Reinf Concr,40,Good,C,Concrete,10,,2021/12/16 00:00:00+00,85000000,Q,1983,2005,1995,3,382448,52,35336,2023/10/10 05:16:33+00,21263601
0563N   0806,1,1,B,Reinf Concr,30,Average,MS,Metal Siding,8,104,1900/01/01 00:00:00+00,0,U,2022,,2022,1,80000,22,6348,2023/10/10 05:16:33+00,21263602
0564    0858,1,1,A,Struct Steel,60,Excellent,0,Typical,9,1,2012/12/03 00:00:00+00,14784000,Q,2019,,2020,1,350295,52,63151,2023/10/10 05:16:33+00,21263603
0564    0858,2,1,A,Struct Steel,60,Excellent,0,Typical,9,1,2012/12/03 00:00:00+00,14784000,Q,2019,,2020,1,317119,52,63151,2023/10/10 05:16:33+00,21263604
0564    0859,1,1,A,Struct Steel,60,Excellent,0,Typical,9,1,2012/12/03 00:00:00+00,11022000,Q,2018,,2019,1,445092,52,44355,2023/10/10 05:16:33+00,21263605
0565    0020,1,1,B,Reinf Concr,40,Good,C,Concrete,8,0,1900/01/01 00:00:00+00,,U,1987,,1987,1,148385,83,38244,2023/10/10 05:16:33+00,21263606
0566    0849,1,1,C,Brick/Concr,60,Excellent,BR,Brick,8,0,1900/01/01 00:00:00+00,0,U,1982,,1982,1,51788,52,14421,2023/10/10 05:16:33+00,21263607
0566    0859,1,1,C,Brick/Concr,50,Very Good,S,Stone,38,0,1900/01/01 00:00:00+00,0,U,1919,,1970,1,8640,81,12293,2023/10/10 05:16:33+00,21263608
0566    0859,2,1,C,Brick/Concr,50,Very Good,BR,Brick,12,0,1900/01/01 00:00:00+00,0,U,1982,,1986,1,10448,81,12293,2023/10/10 05:16:33+00,21263609
0567    0062,1,1,B,Reinf Concr,30,Average,C,Concrete,8,1,1900/01/01 00:00:00+00,,U,1978,,1978,1,285258,83,83202,2023/10/10 05:16:33+00,21263610
0568    0043,1,1,B,Reinf Concr,40,Good,C,Concrete,8,1,1900/01/01 00:00:00+00,0,U,1990,,1990,1,396741,52,30014,2023/10/10 05:16:33+00,21263611
0569    0084,1,1,B,Reinf Concr,45,Good +,C,Concrete,8,,1900/01/01 00:00:00+00,0,U,1966,2010,1990,1,160600,52,33433,2023/10/10 05:16:33+00,21263612
0569    0864,1,1,B,Reinf Concr,60,Excellent,BR,Brick,10,,1999/03/17 00:00:00+00,0,U,2004,,2004,1,229266,83,61407,2023/10/10 05:16:33+00,21263613
0569    0865,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1992,,1992,1,242228,36,14820,2023/10/10 05:16:33+00,21263614
0570    0840,1,1,B,Reinf Concr,30,Average,0,Typical,8,0,1900/01/01 00:00:00+00,0,U,1975,,1975,1,292320,89,48206,2023/10/10 05:16:33+00,21263615
0571    0008,1,1,C,Brick/Concr,25,Fair +,0,Typical,8,0,1900/01/01 00:00:00+00,,U,1940,1957,1940,1,4380,89,2160,2023/10/10 05:16:33+00,21263616
0571    0055,1,1,B,Reinf Concr,50,Very Good,BR,Brick,8,1,2011/01/11 00:00:00+00,23300000,Q,1982,2012,2005,1,141930,52,16480,2023/10/10 05:16:33+00,21263617
0571    0820,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,1,1900/01/01 00:00:00+00,,U,1949,1989,1949,1,188720,39,50519,2023/10/10 05:16:33+00,21263618
0571    0821,1,1,B,Reinf Concr,50,Very Good,0,Typical,8,0,1900/01/01 00:00:00+00,0,U,1959,1997,1990,1,136426,52,17748,2023/10/10 05:16:33+00,21263619
0573    0009,1,1,B,Reinf Concr,60,Excellent,S,Stone,8,1,1900/01/01 00:00:00+00,0,U,1936,,1975,1,303060,52,46828,2023/10/10 05:16:33+00,21263620
0573    0832,1,1,A,Struct Steel,30,Average,C,Concrete,8,2,1900/01/01 00:00:00+00,0,U,1974,,1974,1,1600300,52,450959,2023/10/10 05:16:33+00,21263621
0574    0014,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,8,1,2016/06/01 00:00:00+00,0,U,1890,,1978,4,1734,68,850,2023/10/10 05:16:33+00,21263622
0574    0017,1,1,C,Brick/Concr,45,Good +,BR,Brick,8,1,2021/06/22 00:00:00+00,1261000,Q,1916,1976,1973,4,2793,67,1151,2023/10/10 05:16:33+00,21263623
0574    0018,1,1,C,Brick/Concr,60,Excellent,WS,Wood Siding,8,1,1900/01/01 00:00:00+00,,U,1941,2002,2000,1,2072,42,1019,2023/10/10 05:16:33+00,21263624
0574    0019,1,1,C,Brick/Concr,60,Excellent,BR,Brick,10,1,1900/01/01 00:00:00+00,0,U,1890,1990,2000,1,1944,42,1019,2023/10/10 05:16:33+00,21263625
0574    0023,1,1,C,Brick/Concr,40,Good,WS,Wood Siding,8,1,2011/06/08 00:00:00+00,0,U,1965,,1980,1,5100,67,1700,2023/10/10 05:16:33+00,21263626
0574    0024,1,1,B,Reinf Concr,40,Good,C,Concrete,8,26,2004/12/07 00:00:00+00,35300000,Q,1968,1984,1968,1,128076,52,18015,2023/10/10 05:16:33+00,21263627
0574    0025,1,1,B,Reinf Concr,60,Excellent,SV,Stone Veneer,10,,1900/01/01 00:00:00+00,0,U,2002,,2005,1,561068,52,60353,2023/10/10 05:16:33+00,21263628
0574    0810,1,1,B,Reinf Concr,60,Excellent,S,Stone,8,1,2017/09/08 00:00:00+00,21931600,U,1951,1985,1975,2,101093,52,2517,2023/10/10 05:16:33+00,21263629
0576    0821,1,1,C,Brick/Concr,40,Good,S,Stone,8,0,1900/01/01 00:00:00+00,0,U,1932,,1932,1,44702,89,102379,2023/10/10 05:16:33+00,21263630
0577    0842,1,1,0,No Data,40,Good,C,Concrete,8,0,1900/01/01 00:00:00+00,0,U,1973,,1973,1,1091880,52,154787,2023/10/10 05:16:33+00,21263631
0578    0807,1,1,C,Brick/Concr,40,Good,BR,Brick,9,0,1900/01/01 00:00:00+00,0,U,1941,,1941,1,3792,89,10034,2023/10/10 05:16:33+00,21263632
0579    0827,1,1,C,Brick/Concr,60,Excellent,S,Stone,8,0,1900/01/01 00:00:00+00,0,U,1963,2014,2011,1,573449,52,90115,2023/10/10 05:16:33+00,21263633
0581    0844,1,1,B,Reinf Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,0,U,1940,,1980,1,658625,52,54737,2023/10/10 05:16:33+00,21263634
0582    0856,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1922,,1975,1,662,89,23622,2023/10/10 05:16:33+00,21263635
0583N   0006,1,1,B,Reinf Concr,20,Fair,C,Concrete,12,,1900/01/01 00:00:00+00,,U,1973,,1973,1,28626,84,25661,2023/10/10 05:16:33+00,21263636
0590E   0800,1,1,A,Struct Steel,40,Good,0,Typical,9,50,1900/01/01 00:00:00+00,,U,2019,,2020,1,53000,39,24207,2023/10/10 05:16:33+00,21263637
0591    0056,1,1,B,Reinf Concr,30,Average,BR,Brick,8,8,2001/09/13 00:00:00+00,0,U,1958,,1975,1,9944,21,14225,2023/10/10 05:16:33+00,21263638
0591    0057,1,1,B,Reinf Concr,30,Average,BR,Brick,8,8,2001/09/13 00:00:00+00,0,U,1958,,1975,1,7526,21,8566,2023/10/10 05:16:33+00,21263639
0591    0058,1,1,B,Reinf Concr,30,Average,BR,Brick,8,8,2001/09/13 00:00:00+00,0,U,1958,,1975,1,9270,21,11353,2023/10/10 05:16:33+00,21263640
0591    0059,1,1,B,Reinf Concr,30,Average,BR,Brick,8,8,2001/09/13 00:00:00+00,0,U,1958,,1975,1,9890,21,11195,2023/10/10 05:16:33+00,21263641
0591    0060,1,1,B,Reinf Concr,30,Average,BR,Brick,8,8,2001/09/13 00:00:00+00,0,U,1958,,1975,1,9944,21,15601,2023/10/10 05:16:33+00,21263642
0591    0061,1,1,C,Brick/Concr,30,Average,BR,Brick,8,6,2001/09/13 00:00:00+00,0,U,1958,,1965,1,6200,21,7040,2023/10/10 05:16:33+00,21263643
0591    0062,1,1,B,Reinf Concr,30,Average,BR,Brick,8,5,2001/09/13 00:00:00+00,0,U,1958,,1975,1,4774,21,15498,2023/10/10 05:16:33+00,21263644
0591    0063,1,1,B,Reinf Concr,30,Average,BR,Brick,8,5,2001/09/13 00:00:00+00,0,U,1958,,1975,1,4782,21,15498,2023/10/10 05:16:33+00,21263645
0591    0064,1,1,B,Reinf Concr,30,Average,BR,Brick,8,6,2001/09/13 00:00:00+00,0,U,1958,,1975,1,6882,21,7791,2023/10/10 05:16:33+00,21263646
0592    0076,1,1,B,Reinf Concr,30,Average,BR,Brick,8,9,2001/09/13 00:00:00+00,0,U,1958,,1975,1,9696,21,9947,2023/10/10 05:16:33+00,21263647
0592    0077,1,1,B,Reinf Concr,30,Average,BR,Brick,8,7,2001/09/13 00:00:00+00,0,U,1958,,1975,1,7270,21,8155,2023/10/10 05:16:33+00,21263648
0592    0078,1,1,B,Reinf Concr,30,Average,BR,Brick,8,7,2001/09/13 00:00:00+00,0,U,1958,,1975,1,6580,21,8652,2023/10/10 05:16:33+00,21263649
0592    0079,1,1,B,Reinf Concr,30,Average,BR,Brick,8,7,2001/09/13 00:00:00+00,0,U,1958,,1975,1,7278,21,8132,2023/10/10 05:16:33+00,21263650
0592    0080,1,1,B,Reinf Concr,30,Average,BR,Brick,8,8,2001/09/13 00:00:00+00,0,U,1958,,1975,1,9246,21,11240,2023/10/10 05:16:33+00,21263651
0592    0081,1,1,B,Reinf Concr,30,Average,BR,Brick,8,8,2001/09/13 00:00:00+00,0,U,1958,,1975,1,9634,21,20091,2023/10/10 05:16:33+00,21263652
0592    0082,1,1,B,Reinf Concr,30,Average,BR,Brick,8,8,2001/09/13 00:00:00+00,0,U,1958,,1975,1,9634,21,19694,2023/10/10 05:16:33+00,21263653
0594    0063,1,1,B,Reinf Concr,30,Average,BR,Brick,8,10,2001/09/13 00:00:00+00,0,U,1958,,1975,1,10362,21,12473,2023/10/10 05:16:33+00,21263654
0594    0064,1,1,B,Reinf Concr,30,Average,BR,Brick,8,6,2001/09/13 00:00:00+00,0,U,1958,,1975,1,6262,21,9676,2023/10/10 05:16:33+00,21263655
0594    0065,1,1,B,Reinf Concr,30,Average,BR,Brick,8,6,2001/09/13 00:00:00+00,0,U,1958,,1975,1,6208,21,8685,2023/10/10 05:16:33+00,21263656
0594    0067,1,1,B,Reinf Concr,30,Average,BR,Brick,8,24,2001/09/13 00:00:00+00,0,U,1959,,1975,1,25331,21,14072,2023/10/10 05:16:33+00,21263657
0594    0068,1,1,B,Reinf Concr,30,Average,BR,Brick,8,8,2001/09/13 00:00:00+00,0,U,1959,,1975,1,8928,21,20670,2023/10/10 05:16:33+00,21263658
